Event ID,Event File,Loc File,Type,Fires For,Options,Has Title,Has Description,Picture,Desc Chars,Paragraphs,News Format,Flags,Grade,Priority,Action,Completion,Context,Notes
VIE_Border_Settlement.30,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,"CAM, LAO, LOS",1,TRUE,TRUE,GFX_French_Drawn_Borders.1,439,2,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.31,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Drawn_Borders.1,472,2,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.32,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Drawn_Borders.1,324,2,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.33,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Drawn_Borders.1,423,2,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.34,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,VIE,1,TRUE,TRUE,GFX_French_Drawn_Borders.1,247,2,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.35,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,"CAM, LAO, LOS",1,TRUE,TRUE,GFX_French_Drawn_Borders.1,619,3,N/A,,A,P3,Keep,FALSE,,
VIE_Border_Settlement.40,VIE_Border_Settlement.txt,VIE_Border_Settlement_l_english.yml,Country,,2,TRUE,TRUE,GFX_French_Drawn_Borders.1,458,2,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.1,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_vietnam_reunification,1019,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.2,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_vietnam_reunification,919,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.3,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_vietnam_reunification,895,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.4,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_diplomatic_talks,879,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.5,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_vietnam_resistance,1001,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.6,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_vietnam_reunification,1031,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.7,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,2,TRUE,TRUE,GFX_report_event_vietnam_reunification,795,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.8,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,2,TRUE,TRUE,GFX_USA_VIE.3,621,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.9,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,2,TRUE,TRUE,GFX_USA_VIE.3,657,3,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.10,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,Country,,1,TRUE,TRUE,GFX_report_event_vietnam_reunification,671,2,N/A,,A,P3,Keep,FALSE,,
VIE_VIN_Reunification_50s.100,VIE_VIN_Reunification_50s_events.txt,VIE_VIN_Reunification_50s_l_english.yml,News,,1,TRUE,TRUE,GFX_report_event_vietnam_reunification,1147,4,NO_DATELINE,,C,P2,Rewrite,FALSE,,
