Event ID,Event File,Loc File,Type,Fires For,Options,Has Title,Has Description,Picture,Desc Chars,Paragraphs,News Format,Flags,Grade,Priority,Action,Completion,Context,Notes
USA_50s_Dip_Desks.1,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_50s_Dip_Desks_1,1368,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
USA_50s_Dip_Desks.3,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_50s_Dip_Desks_3,780,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
USA_50s_Dip_Desks.5,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_50s_Dip_Desks_5,842,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
USA_50s_Dip_Desks.9,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_50s_Dip_Desks_9,794,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
USA_DiemCoup.1,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,2,TRUE,TRUE,GFX_French_Coup.1,892,3,N/A,,A,P3,Keep,FALSE,,
USA_DiemCoup.2,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,2,TRUE,TRUE,GFX_French_Coup.2,790,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_DiemCoup.3,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_INDO_1,755,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_DiemCoup.4,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Coup.2,752,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_DiemCoup.5,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_INDO_1,757,3,N/A,,A,P3,Keep,FALSE,,
USA_DiemCoup.100,America_1950s_Expansion.txt,events_USA_l_english.yml,News,,1,TRUE,TRUE,GFX_French_Coup.2,1018,3,NO_DATELINE,NON_ASCII,C,P2,Rewrite,FALSE,,
USA_DiemRecog.1,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_BaoDai.9,1101,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_DiemRecog.2,America_1950s_Expansion.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_BaoDai.9,785,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_DiemRecog.100,America_1950s_Expansion.txt,events_USA_l_english.yml,News,,1,TRUE,TRUE,GFX_BaoDai.100,905,3,NO_DATELINE,NON_ASCII;SMART_PUNCT,C,P2,Rewrite,FALSE,,
USA_FRAIND.1,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,2,TRUE,TRUE,GFX_USA_FRAIND_1,826,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_FRAIND.2,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_FRAIND_2,545,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_FRAIND.3,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,1,TRUE,TRUE,GFX_USA_FRAIND_3,575,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_INDO.1,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,2,TRUE,TRUE,GFX_USA_INDO_1,716,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_INDO.2,America_1950s_Expansion.txt,extracted_America_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_INDO_1,615,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_INDO.3,America_1950s_Expansion.txt,extracted_America_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_INDO_1,609,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USA_INDO.4,America_1950s_Expansion.txt,extracted_America_l_english.yml,Country,,2,TRUE,TRUE,GFX_USA_INDO_1,1077,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_INDO.5,America_1950s_Expansion.txt,extracted_America_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_INDO_1,713,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
USA_VIE50s.2,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",News,,1,TRUE,TRUE,GFX_USA_VIE50s_2,609,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
USA_VIE50s.3,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,2,TRUE,TRUE,GFX_USA_VIE50s_3,576,1,N/A,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
USA_VIE50s.4,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",News,,1,TRUE,TRUE,GFX_USA_VIE50s_4,617,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
USA_VIE50s.8,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",News,,1,TRUE,TRUE,GFX_USA_VIE50s_8,619,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
USA_VIE50s.10,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",Country,,3,TRUE,TRUE,GFX_USA_VIE50s_10,689,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
Vietnam_RefferendumAH.5,America_1950s_Expansion.txt,"__AMERICA_l_english.yml, extracted_America_l_english.yml",News,,1,TRUE,TRUE,GFX_Vietnam_RefferendumAH_5,712,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
FRA_FP.2,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_2,1202,2,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.5,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_5,1567,4,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.7,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_7,2489,13,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.8,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_8,2929,19,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.9,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_9,2929,19,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.10,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,2,TRUE,TRUE,GFX_FRA_FP_10,830,5,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.14,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_14,887,5,N/A,,A,P3,Keep,FALSE,,
FRA_FP.15,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,GFX_FRA_FP_15,1756,8,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
FRA_FP.17,France.txt,extracted_France_l_english.yml,Country,,2,TRUE,TRUE,GFX_FRA_FP_17,889,3,N/A,,A,P3,Keep,FALSE,,
fra_army.7,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,[NONE],1509,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fra_army.8,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,[NONE],1398,1,N/A,NON_ASCII;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fra_army.9,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,[NONE],1311,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fra_army.10,France.txt,"FULL_LOC_FRANCE_l_english.yml, extracted_France_l_english.yml",Country,,1,TRUE,TRUE,[NONE],1240,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fre_report.1,France.txt,FULL_LOC_FRANCE_l_english.yml,Country,,2,TRUE,TRUE,GFX_Henri_Queuille_Event,1050,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fre_report.2,France.txt,FULL_LOC_FRANCE_l_english.yml,Country,,1,TRUE,TRUE,GFX_Henri_Queuille_Event,1056,1,N/A,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
fre_report.3,France.txt,FULL_LOC_FRANCE_l_english.yml,Country,,1,TRUE,TRUE,GFX_Henri_Queuille_Event,1065,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,FALSE,,
fre_report.4,France.txt,FULL_LOC_FRANCE_l_english.yml,Country,,1,TRUE,TRUE,GFX_Henri_Queuille_Event,889,1,N/A,NON_ASCII;SMART_PUNCT;LOWERCASE_START;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
indochina_war.1,France.txt,FULL_LOC_FRANCE_l_english.yml,Country,,1,TRUE,TRUE,GFX_Delattre_death,0,0,N/A,UNFIRED,N/A,P3,Wire or cut,FALSE,,
CHI_INDO.0,KMT_China_Events.txt,"ROC_l_english_.yml, extracted_KMT_l_english.yml",Country,,1,TRUE,TRUE,GFX_Generic_1950s_Saigon,422,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.1,KMT_China_Events.txt,ROC_l_english_.yml,Country,"VIE, VIN",2,TRUE,TRUE,GFX_Party_Congress,558,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.2,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_Cho_Lon_Streets,569,1,N/A,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
CHI_INDO.3,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_Cho_Lon_Streets,441,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.4,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_Cho_Lon_Streets,538,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.6,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_VNQDD_Event,983,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.7,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_CHI_INDO_7_pic,365,1,N/A,,A,P3,Keep,FALSE,,
CHI_INDO.8,KMT_China_Events.txt,ROC_l_english_.yml,Country,"CHI, VIE",2,TRUE,TRUE,GFX_CHI_INDO_8_pic,352,1,N/A,,A,P3,Keep,FALSE,,
CHI_INDO.9,KMT_China_Events.txt,ROC_l_english_.yml,Country,CHI,2,TRUE,TRUE,GFX_VNQDD_Event,463,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.10,KMT_China_Events.txt,ROC_l_english_.yml,Country,CHI,2,TRUE,TRUE,GFX_VNQDD_Event,315,1,N/A,,A,P3,Keep,FALSE,,
CHI_INDO.11,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_VNQDD_Event,645,2,N/A,,A,P3,Keep,FALSE,,
CHI_INDO.12,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_CHI_INDO_12_pic,430,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.13,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_CHI_INDO_13_pic,537,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.15,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_CHI_INDO_15_pic,454,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CHI_INDO.16,KMT_China_Events.txt,ROC_l_english_.yml,Country,,2,TRUE,TRUE,GFX_CHI_INDO_16_pic,426,1,N/A,TRAILING_SPACE;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
CHI_INDO.17,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_CHI_INDO_17_pic,351,1,N/A,NON_ASCII,B,P2,Polish,FALSE,,
CHI_INDO.18,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_CHI_INDO_18_pic,539,1,N/A,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
CHI_VIN.0,KMT_China_Events.txt,"ROC_l_english_.yml, extracted_KMT_l_english.yml",Country,,1,TRUE,TRUE,GFX_CHI_VIN_0,593,1,N/A,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
KMT_50s_Mainland.1,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_ROC_50s_Mainland_Embassies_Indochina,351,1,N/A,,A,P3,Keep,FALSE,,
KMT_50s_Mainland.2,KMT_China_Events.txt,ROC_l_english_.yml,News,,1,TRUE,TRUE,GFX_KMT_USA_Cooperation_no__news_event,1053,3,NO_DATELINE,,C,P2,Rewrite,FALSE,,
KMT_50s_Mainland.4,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_ROC_50s_Recognize_Malaysia,463,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
KMT_Hainan.2,KMT_China_Events.txt,ROC_l_english_.yml,News,"CHI, PRC",3,TRUE,TRUE,GFX_KMT_PRC_Conquers_Hainan,735,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
KMT_Taiwan50s.5,KMT_China_Events.txt,ROC_l_english_.yml,News,"CHI, PRC",3,TRUE,TRUE,GFX_Voice_of_Free_China,1045,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
KMT_Taiwan50s.35,KMT_China_Events.txt,ROC_l_english_.yml,News,,1,TRUE,TRUE,GFX_KMT_Taiwan_50s_Diem_in_Taipei,938,1,NO_DATELINE;FEW_PARAS,NON_ASCII;NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
KMT_Taiwan50s.36,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_CHI_INDO_0,683,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
KMT_Taiwan50s.37,KMT_China_Events.txt,ROC_l_english_.yml,Country,,1,TRUE,TRUE,GFX_Presidential_Palace,636,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
KMT_diplomatic_report.3,KMT_China_Events.txt,ROC_l_english_.yml,Country,,3,TRUE,TRUE,GFX_KMT_diplomatic_report_3_pic,510,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
SINO_INDIA.1,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",News,,1,TRUE,TRUE,GFX_Sino_Indian_War_Begin,997,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SINO_INDIA.2,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",News,,1,TRUE,TRUE,GFX_Sino_Indian_War_PRC_Victory,1017,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SINO_INDIA.3,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",News,,1,TRUE,TRUE,GFX_Sino_Indian_War_India_Victory,1083,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SINO_INDIA.4,PRC_Dispute.txt,events_PRC_l_english.yml,News,,1,TRUE,TRUE,GFX_PRC_Invade_India_News,935,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SINO_INDIA.10,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",Country,,2,TRUE,TRUE,GFX_Sino_India_Conflict1,1104,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
SINO_INDIA.11,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",Country,,1,TRUE,TRUE,GFX_Sino_India_Conflict2,1115,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
SINO_INDIA.12,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",Country,,1,TRUE,TRUE,GFX_Sino_India_Conflict3,1336,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
SINO_INDIA.13,PRC_Dispute.txt,"__UNSORTED_l_english.yml, events_PRC_l_english.yml",Country,,1,TRUE,TRUE,GFX_Sino_India_Conflict4,1383,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CIA.5,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_CIA_Generic,997,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
CIA.10,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_CIA_Generic_3,731,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
Operation_Shock.1,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_Operation_Shock,867,1,N/A,TRAILING_SPACE;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
Secret_War.1,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_CIA_Laos,813,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USASOV_VIETNAM.1,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_American_Mars_1,457,1,N/A,TRAILING_SPACE;NO_PARA_BREAKS,B,P2,Polish,FALSE,,
USASOV_VIETNAM.2,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,2,TRUE,TRUE,GFX_American_Mars_1,564,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USASOV_VIETNAM.3,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_American_Mars_1,331,1,N/A,,A,P3,Keep,FALSE,,
USASOV_VIETNAM.4,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,2,TRUE,TRUE,GFX_American_Mars_1,498,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
USASOV_VIETNAM.5,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_American_Mars_1,264,1,N/A,,A,P3,Keep,FALSE,,
USASOV_VIETNAM.6,USA.txt,"USA_60s_Focuses_l_english.yml, extracted_USA_l_english.yml",Country,,1,TRUE,TRUE,GFX_American_Mars_1,164,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
cia.20,USA.txt,"events_USA_l_english.yml, extracted_USA_l_english.yml",News,SOV,3,TRUE,TRUE,GFX_news_event_cia,858,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,FALSE,,
tonkin.1,USA.txt,"__UNSORTED_l_english.yml, extracted_USA_l_english.yml",Country,"SOV, USA, VIN",5,TRUE,TRUE,GFX_news_event_tonkin,27,1,N/A,THIN_DESC,D,P2,Rewrite,FALSE,,
tonkin.2,USA.txt,"__UNSORTED_l_english.yml, extracted_USA_l_english.yml",News,"SOV, VIN",3,TRUE,TRUE,GFX_Gulf_of_Tonkin,837,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
usa.501,USA.txt,"events_USA_l_english.yml, extracted_USA_l_english.yml",News,USA,2,TRUE,TRUE,GFX_news_event_my_lai,612,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
worldcup.12,USA.txt,"events_news_l_english.yml, extracted_USA_l_english.yml",News,,1,TRUE,TRUE,GFX_WorldCup12,723,1,NO_DATELINE;FEW_PARAS,NON_ASCII;SMART_PUNCT;NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
Paris_Peace.1,USA_70s_Events.txt,"__UNSORTED_l_english.yml, events_USA_l_english.yml",News,,1,TRUE,TRUE,GFX_Paris_Peace_Accords,923,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SEATO.4,USA_70s_Events.txt,"__UNSORTED_l_english.yml, events_USA_l_english.yml",News,,1,TRUE,TRUE,GFX_SEATO_4,724,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
SEATO.5,USA_70s_Events.txt,"__UNSORTED_l_english.yml, events_USA_l_english.yml",News,,1,TRUE,TRUE,GFX_SEATO_5,709,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
VFX.2,USA_70s_Events.txt,"__UNSORTED_l_english.yml, events_USA_l_english.yml",Country,,2,TRUE,TRUE,GFX_VFX_2,627,1,N/A,NO_PARA_BREAKS,B,P3,Polish,FALSE,,
Vietnam_War_2.1,USA_70s_Events.txt,"__UNSORTED_l_english.yml, events_USA_l_english.yml",News,,1,TRUE,TRUE,GFX_Vietnam_War_2_1,676,1,NO_DATELINE;FEW_PARAS,NO_PARA_BREAKS,C,P2,Rewrite,FALSE,,
