159;4626.00;10.85;721.00;big
159;4578.00;10.55;642.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2514.00;12.50;1908.00;small
161;2476.00;10.50;1882.00;small
162;3882.00;18.50;1233.00;big
162;3801.00;11.98;1193.00;big
163;1841.00;10.25;642.00;big
163;1792.00;9.80;842.00;big
163;2018.00;9.50;839.00;big
164;4597.00;9.70;1188.00;big
164;4651.00;11.15;1112.00;big
165;4547.00;10.15;1041.00;big
165;4422.00;14.88;1047.00;big
167;5022.00;13.95;561.00;big
167;4932.00;11.78;600.00;big
167;5106.00;15.73;517.00;big
168;3036.00;9.50;1384.00;small
169;2950.00;12.55;1335.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;742.00;9.70;1811.00;small
171;829.00;9.50;1709.00;small
172;132.00;9.50;652.00;big
172;439.00;9.50;729.00;big
173;2901.00;9.50;1649.00;small
173;2883.00;9.50;1720.00;small
174;2892.81;9.50;1816.48;small
174;2955.00;9.50;1921.00;small
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
180;185.00;9.50;862.00;big
180;57.00;9.50;904.00;big
181;3532.00;12.90;333.00;big
182;2688.00;14.30;1175.00;small
182;2650.00;10.80;1129.00;small
182;2732.00;13.30;1214.00;small
183;3108.00;10.60;823.00;big
184;3071.00;11.38;740.00;big
184;3007.00;11.23;634.00;big
185;3270.00;11.35;395.00;big
186;4789.00;14.60;1327.00;small
186;4806.00;11.85;1259.00;small
187;4351.00;12.85;687.00;small
187;4426.00;9.70;609.00;small
188;4366.00;10.32;766.00;small
188;4399.00;10.25;704.00;small
189;4307.00;11.45;1019.00;small
189;4314.00;10.75;931.00;small
190;3860.00;11.20;1089.00;big
190;3934.00;9.90;1175.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3043.00;11.57;1805.00;big
192;3107.00;11.45;1887.00;big
193;5093.00;10.30;288.00;small
193;4916.00;10.30;415.00;small
194;2791.00;10.25;916.00;small
194;2692.00;10.40;869.00;small
195;4777.00;9.90;363.00;small
195;4710.00;10.62;207.00;small
196;3605.00;9.70;1049.00;small
196;3487.00;11.30;1075.00;small
197;1725.00;10.10;1650.00;small
197;1681.00;10.00;1591.00;small
198;1432.00;11.40;1565.00;big
199;1012.00;15.45;1562.00;big
200;4420.00;14.55;1245.00;big
200;4309.00;19.10;1275.00;big
201;1625.00;10.43;749.00;small
201;1754.00;19.55;552.00;small
201;1705.00;20.08;631.00;small
202;2973.00;11.30;1493.00;small
203;3327.00;10.05;1228.00;small
204;1529.00;9.80;1426.00;small
204;1402.00;10.38;1422.00;small
205;1243.00;10.30;2006.00;small
205;945.00;10.82;2021.00;small
206;1430.00;10.55;1721.00;small
207;3596.00;11.55;937.00;small
208;2678.00;9.98;1297.00;big
208;2684.00;12.82;1341.00;big
209;3922.00;10.05;1023.00;big
209;3977.00;10.85;972.00;big
210;3053.00;14.55;1537.00;big
210;3095.00;11.62;1522.00;big
211;3097.00;9.90;1487.00;small
211;3127.00;10.15;1494.00;big
212;3033.00;13.80;1468.00;big
213;2712.00;10.15;757.00;big
213;2617.00;12.88;806.00;big
214;2938.00;10.57;1418.00;big
214;2986.00;9.95;1429.00;big
215;3066.00;11.12;1417.00;big
216;3166.00;14.20;1446.00;big
217;3253.00;10.60;1466.00;big
217;3274.00;9.70;1454.00;big
218;3182.00;11.57;1412.00;big
218;3230.00;10.38;1436.00;small
219;3539.00;9.80;1149.00;big
219;3495.00;9.75;1199.00;small
220;3085.00;10.20;1137.00;big
220;3022.00;10.20;1166.00;big
220;3047.00;11.05;1054.00;big
221;3509.00;11.85;1340.00;big
222;3251.00;11.23;1323.00;big
222;3224.00;9.75;1347.00;big
223;3422.00;14.55;1338.00;big
223;3340.00;12.93;1337.00;big
224;3270.00;12.95;1275.00;big
225;4482.00;13.48;1325.00;small
225;4608.00;14.45;1375.00;small
225;4696.00;11.25;1453.00;small
226;3319.00;9.50;632.00;small
226;3373.00;12.65;547.00;big
227;3314.00;10.45;903.00;big
227;3297.00;11.20;775.00;big
227;3195.00;11.40;832.00;big
228;3184.00;11.15;668.00;big
228;3174.00;11.20;553.00;big
229;2935.00;11.25;832.00;big
229;2914.00;9.85;755.00;big
230;3675.00;13.18;1259.00;big
230;3605.00;12.90;1241.00;big
232;4157.00;22.00;1162.00;big
232;4282.00;20.35;1149.00;big
233;3621.00;16.83;1182.00;big
233;3650.00;12.20;1104.00;big
234;3595.00;9.55;1083.00;big
234;3665.00;9.50;1069.00;big
235;3574.00;14.57;1271.00;big
235;3526.00;12.80;1285.00;big
236;3717.00;14.78;1147.00;big
236;3724.00;12.05;1245.00;big
239;3069.00;10.40;1557.00;big
239;3089.00;9.75;1576.00;big
240;3490.00;10.28;699.00;big
240;3548.00;11.00;791.00;big
241;3455.00;10.30;1463.00;big
241;3407.00;10.00;1485.00;big
242;3144.00;9.80;1160.00;big
242;3141.00;10.80;1030.00;big
243;2805.00;9.82;1427.00;big
243;2806.00;10.38;1498.00;big
244;4122.00;10.65;995.00;big
244;4198.00;9.70;1042.00;big
245;3452.00;12.53;975.00;big
245;3396.00;12.60;1081.00;big
246;3070.00;14.12;437.00;big
246;3033.00;11.20;531.00;big
247;3317.00;9.80;1847.00;big
247;3330.00;10.40;1789.00;big
248;2992.00;9.70;1631.00;big
248;2952.00;10.28;1648.00;big
249;3479.00;9.90;1737.00;big
249;3398.00;10.40;1744.00;big
250;3442.00;9.80;1555.00;big
250;3390.00;9.90;1538.00;big
251;3917.00;11.30;1320.00;big
251;3759.00;9.90;1332.00;big
252;4603.00;12.30;1588.00;big
252;4431.00;11.40;1622.00;big
253;4394.00;10.38;883.00;big
253;4361.00;9.70;924.00;big
254;1723.00;11.32;187.00;big
254;1727.00;9.80;63.00;big
255;1895.00;9.85;954.00;big
255;1948.00;10.12;940.00;big
256;3978.00;19.73;1223.00;big
256;4035.00;22.75;1211.00;big
257;2589.00;9.88;877.00;big
257;2557.00;10.95;871.00;big
258;3074.00;9.60;1728.00;big
258;3023.00;10.95;1744.00;big
259;2805.00;9.65;766.00;big
259;2791.00;10.00;829.00;big
261;3377.00;11.53;400.00;big
261;3336.00;9.80;276.00;big
262;3115.00;9.85;1597.00;big
262;3051.00;9.78;1588.00;big
263;3321.00;9.80;1156.00;big
263;3340.00;12.55;1130.00;big
264;3371.00;11.57;1174.00;big
264;3368.00;12.20;1139.00;big
265;3354.00;9.80;1180.00;big
265;3348.00;10.55;1161.00;big
266;4519.00;9.85;966.00;big
266;4511.00;9.70;948.00;big
267;3621.00;9.50;870.00;big
267;3534.00;9.50;845.00;big
