Focus ID,Focus File,Tag,Line,Icon,Icon Source,Sprite Defined,Dup Count In Tree,Flags,Verdict,Replacement,Notes
CAM_Protest_the_Treatment_of_Minorities_in_Vietnam,CAM_50s.txt,CAM,530,GFX_goal_big_news,vanilla,yes,,,,,
CAM_Nationalist_Victory,CAM_50s.txt,CAM,562,GFX_Generic_National_Focus_Politics_4,generic library,yes,,,,,
CAM_Outreach_to_Fellow_Nationalists,CAM_50s.txt,CAM,580,GFX_Subterfuge,bespoke,yes,,,,,
CAM_Weaken_the_Monarchy,CAM_50s.txt,CAM,603,GFX_CrushtheMonarchy,bespoke,yes,,,,,
CAM_Appeal_to_America,CAM_50s.txt,CAM,628,GFX_goal_USA_deal,vanilla,yes,,,,,
CAM_Empower_the_Khmer_Serei,CAM_50s.txt,CAM,660,GFX_Indochinese_Guerillas,bespoke,yes,,,,,
CAM_Infilitrate_the_Armed_Forces,CAM_50s.txt,CAM,678,GFX_military_service_reduction,bespoke,yes,,,,,
CAM_Decry_French_Occupation,CAM_50s.txt,CAM,701,GFX_goal_FRA_Crush,vanilla,yes,,FOREIGN:FRA,,,
CAM_Embrace_Khmer_Nationalism,CAM_50s.txt,CAM,732,GFX_focus_rioting,vanilla,yes,,,,,
CAM_Ties_with_the_CIA,CAM_50s.txt,CAM,753,GFX_cia,bespoke,yes,,,,,
CAM_Release_Son_Ngoc_Thanh,CAM_50s.txt,CAM,774,GFX_expand_legal_power,bespoke,yes,,,,,
CAM_Purge_Insurgents,CAM_50s.txt,CAM,799,GFX_Camp_Rafidah,bespoke,yes,,,,,
CAM_Border_Fortifications,CAM_50s.txt,CAM,822,GFX_Cash_for_Forts,bespoke,yes,,,,,
CAM_Rural_Infrastructure,CAM_50s.txt,CAM,848,GFX_FocusBuildRoads,bespoke,yes,,,,,
CAM_Increase_Royalist_Influence,CAM_50s.txt,CAM,874,GFX_Generic_National_Focus_Politics_20,generic library,yes,,,,,
CAM_Appeal_to_French_Intellectuals,CAM_50s.txt,CAM,895,GFX_Generic_National_Focus_Research_5,generic library,yes,,,,,
CAM_Invest_in_Education,CAM_50s.txt,CAM,916,GFX_prioritize_western_education,bespoke,yes,,,,,
CAM_French_Economic_Aid,CAM_50s.txt,CAM,942,GFX_Foriegn_Investment,bespoke,yes,,,,,
CAM_Defend_the_Khmer_Issarak,CAM_50s.txt,CAM,966,GFX_SwingtheSword,bespoke,yes,,,,,
CAM_Improve_Living_Conditions,CAM_50s.txt,CAM,987,GFX_ImproveUrbanConditions,bespoke,yes,,,,,
CAM_Seek_Urban_Support,CAM_50s.txt,CAM,1010,GFX_UrbanWarfareHOI4,bespoke,yes,,,,,
CAM_Align_with_French_Socialists,CAM_50s.txt,CAM,1031,GFX_French_Glory,bespoke,yes,,,,,
CAM_Sihanouks_Power_Grab,CAM_50s.txt,CAM,1060,GFX_Norodom_Sihanouk,bespoke,yes,,,,,
CAM_Suspend_the_Constitution,CAM_50s.txt,CAM,1079,GFX_Generic_Ripping_Papers,bespoke,yes,,,,,
CAM_Appoint_Sihanouk_Prime_Minister,CAM_50s.txt,CAM,1102,GFX_Generic_National_Focus_Politics_10,generic library,yes,,,,,
CAM_Dismiss_the_Cabinet,CAM_50s.txt,CAM,1120,GFX_StolenPapers,bespoke,yes,,,,,
CAM_Declare_Martial_Law,CAM_50s.txt,CAM,1139,GFX_generic_arrests,bespoke,yes,,,,,
CAM_Plead_with_France_for_Independence,CAM_50s.txt,CAM,1165,GFX_Generic_Radio_Broadcast,bespoke,yes,,,,,
CAM_Persecute_the_Nationalist_Republicans,CAM_50s.txt,CAM,1188,GFX_CrushResistance,bespoke,yes,,,,,
CAM_Anti_French_Rhetoric,CAM_50s.txt,CAM,1211,GFX_anti_french,bespoke,yes,,,,,
CAM_Launch_International_Pressure_Campaign,CAM_50s.txt,CAM,1245,GFX_BurningGlobe,bespoke,yes,,,,,
CAM_Ally_With_Lon_Nol,CAM_50s.txt,CAM,1271,GFX_lon_nol,bespoke,yes,,,,,
CAM_Preperaitons_for_Independence,CAM_50s.txt,CAM,1297,GFX_focus_renounce_the_treaty_of_triannon,vanilla,yes,,,,,
CAM_Self_Imposed_Exile,CAM_50s.txt,CAM,1315,GFX_Generic_Jet,bespoke,yes,,,,,
CAM_Return_from_Exile,CAM_50s.txt,CAM,1336,GFX_Political_Support,bespoke,yes,,,,,
CAM_Integrate_Khmer_Issarak,CAM_50s.txt,CAM,1354,GFX_UndergroundPolitics,bespoke,yes,,,,,
CAM_Defend_Against_Communist_Raids,CAM_50s.txt,CAM,1372,GFX_TheRussianBearCurtailed,bespoke,yes,,,,,
CAM_Further_Seperation_from_France,CAM_50s.txt,CAM,1395,GFX_Generic_National_Focus_Politics_11,generic library,yes,,,,,
CAM_The_Geneva_Conference,CAM_50s.txt,CAM,1427,GFX_geneva_conference,bespoke,yes,,,,,
CAM_Non_Aligned_Foriegn_Policies,CAM_50s.txt,CAM,1442,GFX_goal_generic_neutrality_focus,vanilla,vanilla,,,,,
CAM_Seize_Control_of_the_Judiciary,CAM_50s.txt,CAM,1460,GFX_icon_generic_intel,generic pack,yes,,,,,
CAM_Cambodianization_of_the_National_Police,CAM_50s.txt,CAM,1478,GFX_focus_police,vanilla,yes,,,,,
CAM_Take_Control_of_the_Financial_Markets,CAM_50s.txt,CAM,1503,GFX_Financial_Domination,bespoke,yes,,,,,
CAM_Suspend_the_National_Assembly,CAM_50s.txt,CAM,1524,GFX_Election_Rigging,bespoke,yes,,,,,
CAM_Evict_All_Foriegn_Soldiers,CAM_50s.txt,CAM,1545,GFX_TheBigPush,bespoke,yes,,,,,
CAM_Demobilize_Cambodian_Resistance_Fighters,CAM_50s.txt,CAM,1565,GFX_icon_generic_mig17,generic pack,yes,,,,,
CAM_Preperations_for_the_Next_Elections,CAM_50s.txt,CAM,1586,GFX_new_democratic_elections,bespoke,yes,,,,,
CAM_Form_Sangkum,CAM_50s.txt,CAM,1607,GFX_Generic_National_Focus_Politics_12,generic library,yes,,,,,
CAM_Unify_Right_Wing_Parties,CAM_50s.txt,CAM,1630,GFX_ProBuddha,bespoke,yes,,,,,
CAM_Harrass_the_Democrats,CAM_50s.txt,CAM,1659,GFX_The_Purge,bespoke,yes,,,,,
CAM_Communist_Crackdown,CAM_50s.txt,CAM,1682,GFX_Anti_Communist,bespoke,yes,,,,,
CAM_The_Elections_of_1955,CAM_50s.txt,CAM,1700,GFX_icon_generic_politics,generic pack,yes,,,,,
CAM_Sangkum_Victory,CAM_50s.txt,CAM,1715,GFX_Generic_National_Focus_Politics_13,generic library,yes,,,,,
CAM_Democratic_Victory_1955,CAM_50s.txt,CAM,1733,GFX_icon_generic_scales,generic pack,yes,,,,,
CAM_Khmer_Independence_Party_Victory,CAM_50s.txt,CAM,1751,GFX_Generic_National_Focus_Politics_14,generic library,yes,,,,,
CAM_Khmer_Nationalism,CAM_50s.txt,CAM,1769,GFX_goal_CAM_Proclamation,vanilla,yes,,,,,
CAM_Loyalty_to_the_King,CAM_50s.txt,CAM,1787,GFX_Aristocracy,bespoke,yes,,,,,
CAM_Promote_Buddhism,CAM_50s.txt,CAM,1805,GFX_Generic_National_Focus_Other_3,generic library,yes,,,,,
CAM_Repress_The_Khmer_Serei,CAM_50s.txt,CAM,1823,GFX_Repress_Student_Protestors,bespoke,yes,,,,,
CAM_Anti_Corruption_Measures,CAM_50s.txt,CAM,1844,GFX_Stamp_out_Corruption,bespoke,yes,,,,,
CAM_Empower_the_Prime_Minister,CAM_50s.txt,CAM,1865,GFX_Adopt_New_Constitiution,bespoke,yes,,,,,
CAM_Align_with_the_PRC,CAM_50s.txt,CAM,1886,GFX_prc_influence,bespoke,yes,,,,,
CAM_Royal_Khmer_Socialist_Youth,CAM_50s.txt,CAM,1918,GFX_icon_generic_cia,generic pack,yes,,,,,
CAM_Undermine_the_Democratic_Party,CAM_50s.txt,CAM,1936,GFX_icon_generic_black_gold,generic pack,yes,,,,,
CAM_Reduce_the_Nobilities_Power,CAM_50s.txt,CAM,1962,GFX_backwards_feudal_economy,bespoke,yes,,,,,
CAM_Affordable_Urban_Housing,CAM_50s.txt,CAM,1983,GFX_Encourage_Urbanization,bespoke,yes,,,,,
CAM_Promote_Social_Democracy,CAM_50s.txt,CAM,2001,GFX_SocDemFocus,bespoke,yes,,,,,
CAM_Promote_Secular_Values,CAM_50s.txt,CAM,2023,GFX_Enshrine_Secularism,bespoke,yes,,,,,
CAM_Expand_Access_to_Healthcare,CAM_50s.txt,CAM,2041,GFX_healthcare,bespoke,yes,,,,,
CAM_Increase_French_Relations,CAM_50s.txt,CAM,2062,GFX_icon_generic_globe_handshake,generic pack,yes,,,,,
CAM_Education_Reform,CAM_50s.txt,CAM,2091,GFX_Generic_National_Focus_Research_7,generic library,yes,,,,,
CAM_Strengthen_American_Ties,CAM_50s.txt,CAM,2112,GFX_icon_generic_white_house,generic pack,yes,,,,,
CAM_Relax_Censorship,CAM_50s.txt,CAM,2144,GFX_Press_Liberalization,bespoke,yes,,,,,
CAM_Expand_Voting_Rights,CAM_50s.txt,CAM,2172,GFX_Generic_National_Focus_Production_1,generic library,yes,,,,,
CAM_Establish_Labor_Unions,CAM_50s.txt,CAM,2193,GFX_SP_focus_trade_unions,bespoke,yes,,,,,
CAM_Encourage_Capitalism,CAM_50s.txt,CAM,2214,GFX_CapitalistSystems,bespoke,yes,,,,,
CAM_Condemn_Marxism,CAM_50s.txt,CAM,2237,GFX_icon_generic_lenin,generic pack,yes,,,,,
CAM_Business_Interests,CAM_50s.txt,CAM,2263,GFX_Generic_National_Focus_Politics_15,generic library,yes,,,,,
CAM_Reinforce_Democratic_Laws,CAM_50s.txt,CAM,2284,GFX_Generic_National_Focus_Politics_16,generic library,yes,,,,,
CAM_Restrict_Sihanouks_Power,CAM_50s.txt,CAM,2320,GFX_icon_generic_infrastructure,generic pack,yes,,,,,
CAM_Shift_Our_Policies_to_the_Right,CAM_50s.txt,CAM,2339,GFX_Generic_National_Focus_Politics_17,generic library,yes,,,,,
CAM_Reinforce_Khmer_Nationalism,CAM_50s.txt,CAM,2360,GFX_Generic_National_Focus_Politics_18,generic library,yes,,,,,
CAM_American_Advisors,CAM_50s.txt,CAM,2381,GFX_focus_american_advisors,vanilla,yes,,,,,
CAM_Accept_American_Military_Aid,CAM_50s.txt,CAM,2402,GFX_goal_USA_america_economic_miracle,vanilla,yes,,,,,
CAM_Outreach_to_Diem,CAM_50s.txt,CAM,2426,GFX_goal_VIE_Proclamation,vanilla,yes,,FOREIGN:VIE,,,
CAM_Expand_Collaboration_with_the_CIA,CAM_50s.txt,CAM,2458,GFX_Generic_National_Focus_Politics_52,generic library,yes,,,,,
CAM_The_Debate,CAM_50s.txt,CAM,2480,GFX_Election_system_Debate,bespoke,yes,,,,,
CAM_Public_Humiliation,CAM_50s.txt,CAM,2509,GFX_Generic_National_Focus_Politics_21,generic library,yes,,,,,
CAM_Violent_Crackdown,CAM_50s.txt,CAM,2531,GFX_icon_generic_skull,generic pack,yes,,,,,
CAM_Full_Anti_Praechon_Campaign,CAM_50s.txt,CAM,2554,GFX_icon_generic_handgun,generic pack,yes,,,,,
CAM_Nationwide_Anti_Vietnamese_Broadcasts,CAM_50s.txt,CAM,2580,GFX_goal_VIN_Crush,vanilla,yes,,FOREIGN:VIN,,,
CAM_Publicize_Atrocities,CAM_50s.txt,CAM,2621,GFX_DeadlyDeal,bespoke,yes,,,,,
CAM_Intimidate_Praechon_Canidates,CAM_50s.txt,CAM,2644,GFX_Generic_National_Focus_Politics_22,generic library,yes,,,,,
CAM_Recruit_Left_Wing_Leaders,CAM_50s.txt,CAM,2675,GFX_CommunistPride,bespoke,yes,,,,,
CAM_Balanced_Party_Approach,CAM_50s.txt,CAM,2696,GFX_Status,bespoke,yes,,,,,
CAM_Plan_New_Elections,CAM_50s.txt,CAM,2717,GFX_Generic_National_Focus_Production_3,generic library,yes,,,,,
CAM_Admit_to_Prior_Vote_Rigging,CAM_50s.txt,CAM,2738,GFX_Generic_National_Focus_Politics_23,generic library,yes,,,,,
CAM_The_Threat_of_Communism,CAM_50s.txt,CAM,2762,GFX_Communism1,bespoke,yes,,,,,
CAM_The_1958_Elections,CAM_50s.txt,CAM,2788,GFX_Generic_National_Focus_Politics_24,generic library,yes,,,,,
CAM_Criticize_Prince_Sihanouk,CAM_50s.txt,CAM,2803,GFX_Generic_National_Focus_Politics_25,generic library,yes,,,,,
CAM_Repress_Monarchist_Influences,CAM_50s.txt,CAM,2825,GFX_EnlistthePolice,bespoke,yes,,,,,
CAM_The_Bangkok_Coup,CAM_50s.txt,CAM,2847,GFX_Generic_National_Focus_Politics_26,generic library,yes,,,,,
CAM_Join_SEATO,CAM_50s.txt,CAM,2868,GFX_SEATO,bespoke,yes,,,,,
CAM_Declare_The_Republic_Of_Cambodia,CAM_50s.txt,CAM,2886,GFX_Repulic_of_Cambodia,bespoke,yes,,,,,
CAM_Aid_Cambodian_Minorities,CAM_50s.txt,CAM,2909,GFX_Freedom,bespoke,yes,,,,,
CAM_Integrate_the_Khmer_Serei_into_the_Army,CAM_50s.txt,CAM,2927,GFX_Military_Intervention,bespoke,yes,,,,,
CAM_Guarentee_Free_Elections,CAM_50s.txt,CAM,2949,GFX_TorchofLiberty,bespoke,yes,,,,,
CAM_Outlaw_Sangkum,CAM_50s.txt,CAM,2977,GFX_police,bespoke,yes,,,,,
CAM_Establish_a_Multi_Party_System,CAM_50s.txt,CAM,3002,GFX_Generic_National_Focus_Politics_27,generic library,yes,,,,,
CAM_Outlaw_Praechon,CAM_50s.txt,CAM,3034,GFX_Generic_National_Focus_Politics_28,generic library,yes,,,,,
CAM_Democratic_Victory_58,CAM_50s.txt,CAM,3052,GFX_Generic_National_Focus_Politics_29,generic library,yes,,,,,
CAM_Sangkum_Victory_1958,CAM_50s.txt,CAM,3070,GFX_Generic_National_Focus_Politics_30,generic library,yes,,,,,
CAM_Social_Republican_Party,CAM_50s.txt,CAM,3088,GFX_Generic_National_Focus_Politics_31,generic library,yes,,,,,
CAM_Assasinate_Nop_Bophann,CAM_50s.txt,CAM,3106,GFX_Death_Calls,bespoke,yes,,,,,
CAM_Hardline_Anti_Communist_Policies,CAM_50s.txt,CAM,3124,GFX_Generic_National_Focus_Politics_32,generic library,yes,,,,,
CAM_A_Trail_of_Violence,CAM_50s.txt,CAM,3142,GFX_reign_of_terror,bespoke,yes,,,,,
CAM_Crackdown_on_the_Bangkok_Plotters,CAM_50s.txt,CAM,3160,GFX_generic_violent_coup,bespoke,yes,,,,,
CAM_Censor_Praecheon_Newspapers,CAM_50s.txt,CAM,3181,GFX_FocusCensorship,bespoke,yes,,,,,
CAM_Military_Investments,CAM_50s.txt,CAM,3209,GFX_goal_generic_small_arms,vanilla,yes,,,,,
CAM_Encourage_Expatriate_Immigration,CAM_50s.txt,CAM,3230,GFX_CWIC_global_immigration,bespoke,yes,,,,,
CAM_Establish_Pensions,CAM_50s.txt,CAM,3248,GFX_BuyLoyalty,bespoke,yes,,,,,
CAM_Land_Reform,CAM_50s.txt,CAM,3266,GFX_AUS_agriculture,bespoke,yes,,,,,
CAM_Secular_Education,CAM_50s.txt,CAM,3287,GFX_Generic_National_Focus_Research_1,generic library,yes,,,,,
CAM_Increase_Womens_Rights,CAM_50s.txt,CAM,3308,GFX_femicon,bespoke,yes,,,,,
CAM_Urban_Development,CAM_50s.txt,CAM,3329,GFX_focus_Urban_Development,vanilla,yes,,,,,
CAM_Thai_Military_Cooperation,CAM_50s.txt,CAM,3347,GFX_Generic_National_Focus_Military_1,generic library,yes,,,,,
CAM_Reform_the_Tax_Code,CAM_50s.txt,CAM,3365,GFX_Monetary_Reform,bespoke,yes,,,,,
CAM_Aid_Rural_Farmers,CAM_50s.txt,CAM,3383,GFX_focus_agriculture_3,vanilla,yes,,,,,
CAM_Americna_Economic_Aid,CAM_50s.txt,CAM,3404,GFX_icon_generic_a_fistful_of_dollars,generic pack,yes,,,,,
CAM_Establish_the_Republican_Security_Battalion,CAM_50s.txt,CAM,3428,GFX_FascistSubterfuge,bespoke,yes,,,,,
CAM_Mutual_Defense_Treaty_with_the_Republic_of_Vietnam,CAM_50s.txt,CAM,3449,GFX_Generic_National_Focus_Diplomacy_1,generic library,yes,,,,,
CAM_Sign_Second_Franco_Khmer_Agreement,CAM_50s.txt,CAM,3470,GFX_Generic_National_Focus_Politics_33,generic library,yes,,,,,
CAM_Expand_Indigenous_Units,CAM_50s.txt,CAM,3488,GFX_Generic_National_Focus_Politics_34,generic library,yes,,,,,
CAM_EnforceKhett_Level_Pacification,CAM_50s.txt,CAM,3501,GFX_Generic_National_Focus_Politics_35,generic library,yes,,,,,
CAM_Establish_Battalion_Parachute_Khmer,CAM_50s.txt,CAM,3525,GFX_Generic_National_Focus_Military_2,generic library,yes,,,,,
CAM_Accept_Franco_American_Aids,CAM_50s.txt,CAM,3564,GFX_Generic_National_Focus_USA_1,generic library,yes,,,,,
CAM_Form_Escadron_de_Reconnaissance_Blindee,CAM_50s.txt,CAM,3599,GFX_Generic_National_Focus_Politics_36,generic library,yes,,,,,
CAM_Mission_Militaire_Francaise,CAM_50s.txt,CAM,3654,GFX_Generic_National_Focus_Politics_37,generic library,yes,,,,,
CAM_Establish_Force_Armee_Nationale_Cambodge,CAM_50s.txt,CAM,3673,GFX_goal_generic_national_unity,vanilla,vanilla,,,,,
CAM_Form_the_Marine_Royal_Khmere,CAM_50s.txt,CAM,3700,GFX_Generic_National_Focus_Military_3,generic library,yes,,,,,
CAM_Form_the_Aviation_Royal_Khmere,CAM_50s.txt,CAM,3719,GFX_goal_generic_air_production,vanilla,vanilla,,,,,
CAM_Form_the_Bataillon_Blindee_Cambodgien,CAM_50s.txt,CAM,3738,GFX_Generic_National_Focus_Politics_38,generic library,yes,,,,,
CAM_Receive_WW2_era_Naval_Equipment_and_Vessels,CAM_50s.txt,CAM,3793,GFX_goal_generic_build_navy,vanilla,vanilla,,,,,
CAM_Establish_the_Chrui_Chhangwar_Ecole_Navale,CAM_50s.txt,CAM,3823,GFX_Generic_National_Focus_Military_6,generic library,yes,,,,,
CAM_Import_Franco_American_Fighters,CAM_50s.txt,CAM,3845,GFX_icon_generic_heli_swarm,generic pack,yes,,,,,
CAM_Establish_the_Pochentong_Ecole_de_IAir_Royale,CAM_50s.txt,CAM,3873,GFX_Generic_National_Focus_Politics_39,generic library,yes,,,,,
CAM_Militarize_the_New_Sihanoukville_Port,CAM_50s.txt,CAM,3892,GFX_Generic_National_Focus_Construction_1,generic library,yes,,,,,
CAM_Accept_old_CEFEO_equipments,CAM_50s.txt,CAM,3925,GFX_Generic_National_Focus_Politics_40,generic library,yes,,,,,
CAM_US_MAAG_Advisor,CAM_50s.txt,CAM,3956,GFX_Generic_National_Focus_Politics_41,generic library,yes,,,,,
CAM_Form_the_Groupment_dInfanterie_de_Marine,CAM_50s.txt,CAM,3975,GFX_Generic_National_Focus_Military_7,generic library,yes,,,,,
CAM_Promote_Lol_Nol_and_young_Khmer_Officers,CAM_50s.txt,CAM,4011,GFX_Generic_National_Focus_Military_8,generic library,yes,,,,,
CAM_Import_Franco_American_Helicopters,CAM_50s.txt,CAM,4027,GFX_goal_generic_construct_infrastructure,vanilla,vanilla,,,,,
CAM_Reorganize_KhetSrokKhum_Systems,CAM_50s.txt,CAM,4052,GFX_Generic_National_Focus_Politics_42,generic library,yes,,,,,
CAM_Issue_LocalPhum_LandReforms,CAM_50s.txt,CAM,4067,GFX_goal_generic_political_pressure,vanilla,vanilla,,,,,
CAM_Fund_Delverts_Population_Stats,CAM_50s.txt,CAM,4091,GFX_bag_of_money,bespoke,yes,,,,,
CAM_Modernize_KhmerEducational_Systems,CAM_50s.txt,CAM,4107,GFX_goal_generic_scientific_exchange,vanilla,vanilla,,,,,
CAM_Stabilize_RiceAgriculture_Productions,CAM_50s.txt,CAM,4130,GFX_Generic_National_Focus_Production_4,generic library,yes,,,,,
CAM_Found_InstitutEmission_EtatAssocie_Indochine,CAM_50s.txt,CAM,4155,GFX_Generic_National_Focus_Research_2,generic library,yes,,,,,
CAM_Establish_ComiteCredit_PopulaireLocal_SocieteKhmeres,CAM_50s.txt,CAM,4178,GFX_Generic_National_Focus_Politics_43,generic library,yes,,,,,
CAM_Finish_Barrel_IrrigationBarrage,CAM_50s.txt,CAM,4204,GFX_Generic_National_Focus_Agriculture_1,generic library,yes,,,,,
CAM_Assuming_MoreEconomic_Responsibilities,CAM_50s.txt,CAM,4233,GFX_Generic_National_Focus_Production_5,generic library,yes,,,,,
CAM_1st_2nd_Year_Plan,CAM_50s.txt,CAM,4264,GFX_Generic_National_Focus_Production_6,generic library,yes,,,,,
CAM_Found_SocietesKhmere_DesPlantation,CAM_50s.txt,CAM,4283,GFX_Generic_National_Focus_Production_7,generic library,yes,,,,,
CAM_Beautify_PhnomPenh,CAM_50s.txt,CAM,4312,GFX_Generic_National_Focus_Politics_44,generic library,yes,,,,,
CAM_Found_BanqueNationale_Cambodge,CAM_50s.txt,CAM,4338,GFX_Generic_National_Focus_Politics_45,generic library,yes,,,,,
CAM_Khmerization_Agriculture,CAM_50s.txt,CAM,4354,GFX_Generic_National_Focus_Agriculture_4,generic library,yes,,,,,
CAM_Issue_Kram83_NS,CAM_50s.txt,CAM,4412,GFX_Generic_National_Focus_Politics_46,generic library,yes,,,,,
CAM_Build_Pochentong_Airport,CAM_50s.txt,CAM,4429,GFX_Generic_National_Focus_Construction_2,generic library,yes,,,,,
CAM_Caisse_Nationale_Equipment,CAM_50s.txt,CAM,4458,GFX_Generic_National_Focus_Politics_47,generic library,yes,,,,,
CAM_Sangkum_Rural_CoOps,CAM_50s.txt,CAM,4478,GFX_Generic_National_Focus_Politics_48,generic library,yes,,,,,
CAM_Build_4th_Route,CAM_50s.txt,CAM,4513,GFX_Generic_Construction,bespoke,yes,,,,,
CAM_Australian_Railway_Modernization,CAM_50s.txt,CAM,4542,GFX_Generic_National_Focus_Construction_4,generic library,yes,,,,,
CAM_ReachOut_PRCChina_CzechoSlovak,CAM_50s.txt,CAM,4585,GFX_Generic_National_Focus_Politics_49,generic library,yes,,,,,
CAM_ReachOut_ROCChina_CzechoSlovak,CAM_50s.txt,CAM,4636,GFX_Generic_National_Focus_Politics_50,generic library,yes,,,,,
CAM_Sihanoukville,CAM_50s.txt,CAM,4687,GFX_Generic_National_Focus_Politics_51,generic library,yes,,,,,
